drug_name,generic_name,dosage_form,shortage_reason,start_date,end_date,status,company,source_url,scraped_at
Technetium TC-99M Pyrophosphate Kit Injection,Technetium TC-99M Pyrophosphate Kit Injection,Injection,Shortage of an active ingredient,12/27/2023,,Current,Curium US LLC,Limited Availability,Medical Imaging,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984577
Insulin Aspart Injection,Insulin Aspart Injection,Injection,,07/21/2025,,To Be Discontinued,"Novo Nordisk, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984591
Flurazepam Hydrochloride Capsule,Flurazepam Hydrochloride Capsule,Capsule,,08/03/2022,,Current,Chartwell Molecular Holdings LLC,Available,"Neurology, Other",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984620
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,,01/19/2023,,Current,Chartwell Molecular Holdings LLC,Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984681
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Meitheal Pharmaceuticals, Inc.",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984695
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug,03/23/2018,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984705
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Elite Laboratories, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984715
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,03/23/2018,,Current,"Fresenius Kabi USA, LLC",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984727
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Elite Laboratories, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984742
"Glipizide Tablet, Extended Release","Glipizide Tablet, Extended Release",Tablet,,03/17/2025,,To Be Discontinued,Pfizer Inc.,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984774
Rocuronium Bromide Injection,Rocuronium Bromide Injection,Injection,Demand increase for the drug,02/15/2023,,Current,Piramal Critical Care Inc.,Limited Availability,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984785
"Guanfacine Hydrochloride Tablet, Extended Release","Guanfacine Hydrochloride Tablet, Extended Release",Tablet,,11/13/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984835
Sodium Bicarbonate Injection,Sodium Bicarbonate Injection,Injection,,03/01/2017,,Current,Long Grove Pharmaceuticals LLC,Available,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984849
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984860
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,03/23/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984909
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Meitheal Pharmaceuticals, Inc.",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984924
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,Aurobindo Pharma USA,Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984959
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,,03/27/2018,,Current,InfoRLife SA,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984972
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,Granules Pharmaceuticals Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984983
Atropine Sulfate Injection,Atropine Sulfate Injection,Injection,,12/20/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,"Anesthesia, Neurology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984995
"Guanfacine Hydrochloride Tablet, Extended Release","Guanfacine Hydrochloride Tablet, Extended Release",Tablet,,11/13/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985006
Sterile Water Irrigant,Sterile Water Irrigant,Irrigant,,04/28/2023,,Current,B. Braun Medical Inc.,Available,"Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985016
"Guanfacine Hydrochloride Tablet, Extended Release","Guanfacine Hydrochloride Tablet, Extended Release",Tablet,,11/13/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985026
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,11/07/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985037
Verapamil Hydrochloride Injection,Verapamil Hydrochloride Injection,Injection,,11/21/2025,,To Be Discontinued,Pfizer Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985048
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,,02/22/2012,,Current,Sintetica US,Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985057
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985067
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985077
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985087
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,,02/22/2012,,Current,Sintetica US,Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985097
Ketamine Hydrochloride Injection,Ketamine Hydrochloride Injection,Injection,,11/07/2025,,To Be Discontinued,Pfizer Inc.,,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985107
Sodium Bicarbonate Injection,Sodium Bicarbonate Injection,Injection,,07/24/2017,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985158
Irinotecan Hydrochloride Injection,Irinotecan Hydrochloride Injection,Injection,,08/04/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985180
Sterile Water Irrigant,Sterile Water Irrigant,Irrigant,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Otsuka ICU Medical LLC,Unavailable,"Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985194
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,Aurobindo Pharma USA,Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985206
Atropine Sulfate Injection,Atropine Sulfate Injection,Injection,Requirements related to complying with good manufacturing practices | Discontinuation of the manufacture of the drug,01/01/2020,,Current,Accord Healthcare Inc.,Unavailable,"Anesthesia, Neurology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985230
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,Granules Pharmaceuticals Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985243
Lasmiditan Succinate Tablet,Lasmiditan Succinate Tablet,Tablet,,11/03/2025,,To Be Discontinued,Eli Lilly and Co.,,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985255
Somatropin Injection,Somatropin Injection,Injection,,11/14/2025,,To Be Discontinued,"Novo Nordisk, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985266
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985276
Voriconazole Tablet,Voriconazole Tablet,Tablet,,07/28/2025,,To Be Discontinued,Pfizer Inc.,,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985286
Insulin Aspart Injection,Insulin Aspart Injection,Injection,,07/21/2025,,To Be Discontinued,"Novo Nordisk, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985295
Bacitracin Ophthalmic Ointment,Bacitracin Ophthalmic Ointment,Ophthalmic Ointment,Discontinuation of the manufacture of the drug,03/03/2025,,Current,Padagis US LLC,Unavailable,"Anti-Infective, Ophthalmology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985305
Irinotecan Hydrochloride Injection,Irinotecan Hydrochloride Injection,Injection,,02/24/2026,,To Be Discontinued,Ingenus Pharmaceuticals LLC,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985315
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,SpecGx LLC,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985325
Triamcinolone Hexacetonide Injection,Triamcinolone Hexacetonide Injection,Injection,Delay in shipping of the drug,05/04/2021,,Current,Medexus,Unavailable,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985336
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985346
Bumetanide Injection,Bumetanide Injection,Injection,,12/13/2017,,Current,MSN Laboratories Private Limited,Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985356
Irinotecan Hydrochloride Injection,Irinotecan Hydrochloride Injection,Injection,,08/04/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985365
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug,02/20/2018,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985375
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985385
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985395
Calcitriol Capsule,Calcitriol Capsule,Capsule,,12/04/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985405
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,SpecGx LLC,Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985414
"Cefotaxime Sodium Powder, for Solution","Cefotaxime Sodium Powder, for Solution","Powder, For Solution",Demand increase for the drug,02/17/2015,,Current,"Hikma Pharmaceuticals USA, Inc.",Unavailable,"Anti-Infective, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985425
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,02/22/2012,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985436
Decitabine Injection,Decitabine Injection,Injection,,02/20/2026,,To Be Discontinued,Ingenus Pharmaceuticals LLC,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985446
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,Alvogen,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985456
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,06/13/2018,,Current,"Hikma Pharmaceuticals USA, Inc.",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985465
Albuterol Sulfate Solution,Albuterol Sulfate Solution,Solution,,10/25/2022,,Current,"Ritedose Pharmaceuticals, LLC",Available,"Pediatric, Pulmonary/Allergy",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985475
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985485
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985495
Adalimumab-adaz Injection,Adalimumab-adaz Injection,Injection,,01/13/2026,,To Be Discontinued,Sandoz Inc.,,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985505
Celecoxib Capsule,Celecoxib Capsule,Capsule,,08/15/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985514
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985523
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,02/20/2018,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985533
Bosentan Tablet,Bosentan Tablet,Tablet,,06/09/2025,,To Be Discontinued,Actelion Pharmaceuticals,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985542
Liraglutide Injection,Liraglutide Injection,Injection,Delay in shipping of the drug,07/18/2023,,Current,"Novo Nordisk, Inc.",Available,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985551
Carboplatin Injection,Carboplatin Injection,Injection,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Teyro Labs,Unavailable,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985561
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985582
Clindamycin Phosphate Injection,Clindamycin Phosphate Injection,Injection,,03/21/2023,,Current,Pfizer Inc.,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.985593
